,idade,renda,situacao_moradia,tempo_trabalhado,motivo_emprestimo,score,valor_emprestimo,taxa_juros,inadimplente,razao_renda_emprestimo,devedor,tempo_historico_credito
4732,26,68000.0,Rent,10.0,Education,B,20000.0,10.75,0,0.29,N,4
4734,22,16800.0,Rent,2.0,Personal,B,4000.0,10.25,1,0.24,N,4
4736,25,31500.0,Rent,2.0,Venture,B,1500.0,10.99,0,0.05,N,4
4737,22,64000.0,Rent,5.0,Debtconsolidation,A,6600.0,8.9,0,0.1,N,4
4739,29,18000.0,Rent,3.0,Venture,B,1700.0,11.12,0,0.09,N,8
4740,23,56004.0,Mortgage,0.0,Education,C,10000.0,13.61,0,0.18,N,4
4741,23,80000.0,Mortgage,5.0,Venture,D,20000.0,14.96,0,0.25,N,3
4742,26,51600.0,Rent,1.0,Education,A,5000.0,8.94,1,0.1,N,2
4743,33,102996.0,Mortgage,4.0,Education,A,6000.0,0.0,0,0.06,N,8
4744,25,60000.0,Mortgage,1.0,Homeimprovement,C,5000.0,15.27,0,0.08,Y,2
4746,33,53000.0,Rent,6.0,Homeimprovement,B,2500.0,9.99,0,0.05,N,7
4747,25,44000.0,Rent,2.0,Personal,D,10000.0,15.65,1,0.23,N,2
4748,23,85000.0,Rent,0.0,Personal,B,12000.0,10.37,0,0.14,N,4
4749,22,55000.0,Rent,7.0,Medical,B,10000.0,10.37,0,0.18,N,2
4750,24,45000.0,Mortgage,5.0,Education,A,5000.0,0.0,0,0.11,N,4
4751,28,69000.0,Mortgage,12.0,Debtconsolidation,B,10000.0,9.88,0,0.14,N,8
4752,24,10000.0,Rent,8.0,Personal,A,3000.0,7.9,1,0.3,N,3
4753,25,48000.0,Mortgage,5.0,Education,C,16750.0,0.0,0,0.35,Y,4
4754,22,50000.0,Rent,2.0,Debtconsolidation,B,6000.0,10.46,0,0.12,N,4
4755,22,85000.0,Mortgage,7.0,Education,A,11700.0,8.59,0,0.14,N,3
4756,36,72000.0,Rent,5.0,Venture,C,16500.0,13.61,0,0.23,N,11
4757,33,54000.0,Mortgage,3.0,Education,C,10000.0,15.23,0,0.19,Y,8
4758,25,105000.0,Mortgage,6.0,Personal,D,6500.0,13.87,0,0.06,N,4
4759,23,100000.0,Mortgage,0.0,Education,A,11000.0,8.49,0,0.11,N,3
4760,45,140000.0,Mortgage,18.0,Homeimprovement,A,7000.0,7.29,0,0.05,N,17
4761,24,45000.0,Rent,8.0,Personal,B,6000.0,0.0,0,0.13,N,3
4763,29,84000.0,Mortgage,9.0,Homeimprovement,A,5900.0,7.66,0,0.07,N,9
4766,22,50000.0,Rent,4.0,Personal,A,10000.0,6.17,0,0.2,N,3
4767,25,100000.0,Mortgage,9.0,Homeimprovement,B,4800.0,10.65,0,0.05,N,3
4768,23,70000.0,Rent,1.0,Personal,B,17000.0,8.88,0,0.24,N,3
4769,28,47881.0,Rent,12.0,Debtconsolidation,B,15000.0,0.0,1,0.31,N,7
4770,29,27911.0,Rent,1.0,Medical,E,5000.0,17.51,1,0.18,N,7
4772,23,43000.0,Rent,7.0,Education,E,7000.0,0.0,0,0.16,N,4
4773,23,15000.0,Own,7.0,Medical,B,4475.0,0.0,1,0.3,N,4
4775,28,42000.0,Mortgage,5.0,Homeimprovement,B,5375.0,10.65,0,0.13,N,7
4776,50,39204.0,Rent,4.0,Venture,A,10000.0,5.99,0,0.26,N,12
4777,24,60000.0,Mortgage,8.0,Medical,A,13000.0,7.29,0,0.22,N,2
4778,36,39000.0,Mortgage,8.0,Venture,A,7000.0,5.79,0,0.18,N,17
4779,29,100000.0,Mortgage,1.0,Personal,C,10000.0,14.79,0,0.1,N,6
4781,21,42000.0,Mortgage,5.0,Education,C,7000.0,15.23,0,0.17,Y,4
4782,23,56900.0,Mortgage,7.0,Medical,B,11200.0,0.0,0,0.2,N,3
4783,30,38004.0,Rent,4.0,Venture,B,6000.0,0.0,0,0.16,N,10
4784,42,51000.0,Mortgage,5.0,Debtconsolidation,A,20000.0,8.49,0,0.39,N,14
4785,30,56628.0,Mortgage,2.0,Homeimprovement,A,12000.0,8.94,0,0.21,N,10
4786,25,80000.0,Rent,6.0,Education,C,12000.0,12.99,0,0.15,N,3
4787,25,62000.0,Mortgage,7.0,Venture,A,12000.0,5.42,0,0.19,N,2
4789,26,60000.0,Mortgage,2.0,Medical,C,18000.0,13.49,0,0.3,N,4
4790,26,67983.0,Mortgage,7.0,Medical,D,15000.0,16.49,1,0.22,Y,3
4791,27,70400.0,Mortgage,6.0,Personal,C,15000.0,0.0,0,0.21,Y,9
4792,31,63372.0,Rent,7.0,Personal,B,3000.0,0.0,0,0.05,N,7
4793,46,60000.0,Mortgage,1.0,Homeimprovement,C,5000.0,11.72,0,0.08,N,13
4794,25,55016.0,Rent,0.0,Venture,C,10000.0,13.16,0,0.18,Y,2
4795,23,95000.0,Mortgage,7.0,Debtconsolidation,A,4500.0,6.92,0,0.05,N,3
4796,25,48000.0,Rent,9.0,Personal,B,4800.0,0.0,0,0.1,N,4
4797,32,44400.0,Mortgage,3.0,Education,A,15000.0,8.9,1,0.34,N,5
4798,24,42000.0,Own,8.0,Homeimprovement,A,8000.0,6.62,0,0.19,N,2
4799,33,56000.0,Rent,7.0,Personal,B,10000.0,11.36,0,0.18,N,6
4804,27,42000.0,Rent,5.0,Debtconsolidation,E,12000.0,16.0,1,0.29,Y,5
4805,36,29500.0,Own,4.0,Venture,B,1250.0,11.83,0,0.04,N,15
4806,23,42000.0,Rent,0.0,Education,B,2500.0,11.49,0,0.06,N,2
4807,26,30000.0,Rent,0.0,Venture,B,10625.0,11.71,1,0.35,N,3
4808,27,60000.0,Own,4.0,Medical,B,10425.0,9.45,0,0.17,N,8
4809,22,25000.0,Rent,4.0,Medical,C,5825.0,14.27,0,0.23,N,2
4810,22,42996.0,Rent,3.0,Education,C,4000.0,0.0,0,0.09,N,4
4811,22,69867.0,Mortgage,2.0,Education,B,13000.0,11.14,0,0.19,N,2
4812,26,26000.0,Mortgage,7.0,Homeimprovement,B,7000.0,10.99,0,0.27,N,4
4813,48,20400.0,Rent,4.0,Medical,A,12000.0,7.49,1,0.59,N,12
4814,22,54225.0,Rent,0.0,Education,E,15000.0,16.7,1,0.28,Y,4
4815,26,52000.0,Rent,10.0,Homeimprovement,E,6000.0,15.68,0,0.12,N,3
4816,31,80004.0,Mortgage,9.0,Medical,C,3500.0,12.61,0,0.04,N,10
4817,22,54500.0,Mortgage,6.0,Education,B,21000.0,0.0,1,0.39,Y,9
4819,25,48000.0,Rent,9.0,Personal,B,15000.0,0.0,1,0.31,N,2
4820,24,30000.0,Rent,8.0,Medical,B,3000.0,11.86,0,0.1,N,4
4822,29,60000.0,Mortgage,13.0,Medical,G,25000.0,20.16,1,0.42,N,10
4823,38,58000.0,Rent,4.0,Medical,E,9500.0,16.35,1,0.16,Y,16
4825,22,60000.0,Own,6.0,Education,B,5900.0,11.12,0,0.1,N,2
4826,35,61600.0,Rent,4.0,Medical,A,4200.0,7.29,0,0.07,N,9
4827,39,60000.0,Rent,2.0,Debtconsolidation,C,6000.0,15.27,0,0.1,N,14
4828,23,65100.0,Mortgage,1.0,Medical,C,9000.0,14.79,0,0.14,Y,4
4829,94,24000.0,Rent,1.0,Medical,C,6500.0,0.0,0,0.27,N,27
4830,32,108000.0,Mortgage,13.0,Debtconsolidation,D,8400.0,15.99,1,0.08,N,7
4831,23,64000.0,Mortgage,0.0,Debtconsolidation,D,12000.0,15.62,1,0.19,Y,4
4832,26,40000.0,Rent,4.0,Education,A,12500.0,6.92,1,0.31,N,2
4833,32,106000.0,Mortgage,12.0,Homeimprovement,A,12000.0,5.79,0,0.11,N,8
4834,22,32000.0,Own,1.0,Medical,B,1200.0,9.96,0,0.04,N,2
4835,22,83000.0,Own,6.0,Debtconsolidation,D,25000.0,15.95,0,0.3,Y,4
4836,25,78000.0,Rent,2.0,Homeimprovement,D,3200.0,14.59,1,0.04,Y,3
4837,25,46800.0,Rent,5.0,Homeimprovement,C,12000.0,13.11,1,0.26,Y,4
4838,27,81000.0,Own,4.0,Venture,C,9000.0,13.43,0,0.11,Y,9
4839,24,82000.0,Own,8.0,Education,C,25000.0,15.27,0,0.3,Y,3
4841,42,61000.0,Own,2.0,Personal,A,14400.0,7.51,0,0.24,N,17
4842,27,30000.0,Rent,2.0,Venture,B,11500.0,10.36,1,0.38,N,6
4843,24,70000.0,Own,8.0,Personal,B,24250.0,12.18,0,0.35,N,2
4844,21,45000.0,Rent,5.0,Education,B,10000.0,0.0,0,0.22,N,2
4845,31,40000.0,Rent,3.0,Medical,B,2000.0,10.37,0,0.05,N,7
4846,32,90000.0,Mortgage,6.0,Personal,A,15600.0,7.9,0,0.17,N,9
4847,21,62500.0,Mortgage,6.0,Education,A,13200.0,7.9,0,0.21,N,3
4848,26,83004.0,Rent,7.0,Venture,A,5450.0,7.9,0,0.07,N,3
4849,27,50000.0,Own,7.0,Education,C,8800.0,12.29,0,0.18,N,7
4850,23,85000.0,Mortgage,6.0,Personal,B,25000.0,10.75,0,0.29,N,4
4851,24,40000.0,Mortgage,8.0,Personal,B,10000.0,9.88,0,0.25,N,2
4852,25,64000.0,Rent,8.0,Debtconsolidation,D,15000.0,14.42,1,0.23,Y,3
4853,24,26400.0,Rent,2.0,Medical,B,6400.0,10.37,0,0.24,N,3
4854,24,77000.0,Mortgage,6.0,Debtconsolidation,B,12000.0,12.42,0,0.16,N,2
4855,24,50400.0,Rent,8.0,Debtconsolidation,A,1500.0,0.0,0,0.03,N,4
4857,26,52700.0,Mortgage,7.0,Personal,A,4000.0,7.4,0,0.08,N,3
4858,27,52000.0,Mortgage,11.0,Homeimprovement,A,6000.0,7.49,0,0.12,N,8
4859,23,80004.0,Rent,0.0,Personal,A,2000.0,0.0,0,0.02,N,3
4861,23,54000.0,Rent,5.0,Debtconsolidation,D,6000.0,15.62,1,0.11,Y,4
4862,28,46000.0,Mortgage,2.0,Personal,B,4000.0,11.48,0,0.09,N,5
4863,31,64500.0,Mortgage,5.0,Education,A,7000.0,7.88,0,0.11,N,5
4864,48,128000.0,Rent,0.0,Education,D,7500.0,17.49,1,0.06,Y,11
4865,27,60000.0,Mortgage,6.0,Venture,B,5100.0,11.49,0,0.08,N,6
4866,31,60000.0,Rent,11.0,Education,B,15000.0,11.71,0,0.25,N,7
4867,32,65000.0,Rent,2.0,Venture,C,4200.0,14.79,0,0.06,N,10
4868,22,33250.0,Rent,0.0,Education,D,2800.0,15.62,1,0.08,Y,3
4869,25,46350.0,Mortgage,0.0,Venture,B,9750.0,10.0,0,0.21,N,3
4870,30,43992.0,Rent,2.0,Personal,D,15000.0,13.24,1,0.34,N,7
4871,24,45000.0,Rent,7.0,Debtconsolidation,D,9600.0,15.31,1,0.21,Y,3
4872,28,58200.0,Mortgage,8.0,Personal,B,4500.0,11.12,0,0.08,N,7
4873,30,21240.0,Rent,0.0,Medical,C,2000.0,14.22,0,0.09,Y,9
4874,25,48996.0,Rent,9.0,Medical,D,10000.0,14.54,1,0.2,Y,2
4875,30,54000.0,Mortgage,12.0,Medical,C,15000.0,14.72,0,0.28,Y,9
4876,29,96500.0,Rent,13.0,Personal,B,10000.0,8.88,0,0.1,N,8
4877,23,34600.0,Mortgage,5.0,Education,B,6800.0,12.69,0,0.2,N,4
4878,29,99000.0,Rent,1.0,Venture,B,7000.0,11.11,0,0.07,N,10
4879,33,48000.0,Mortgage,9.0,Education,A,7500.0,6.03,0,0.16,N,10
4880,32,70400.0,Mortgage,3.0,Personal,A,13000.0,7.88,0,0.18,N,9
4881,27,113400.0,Own,6.0,Venture,B,2100.0,11.99,0,0.02,N,7
4882,22,95000.0,Rent,0.0,Education,A,5750.0,0.0,0,0.06,N,3
4883,24,31200.0,Rent,7.0,Personal,B,9000.0,10.38,0,0.29,N,4
4887,23,38400.0,Rent,7.0,Personal,B,4000.0,10.59,0,0.1,N,2
4888,31,66000.0,Mortgage,8.0,Venture,A,4200.0,7.49,0,0.06,N,7
4889,29,19200.0,Own,7.0,Personal,A,6000.0,0.0,1,0.31,N,5
4891,26,53000.0,Rent,4.0,Venture,B,6800.0,9.91,0,0.13,N,3
4892,33,86000.0,Mortgage,6.0,Debtconsolidation,C,3600.0,13.98,1,0.04,N,5
4893,24,35004.0,Own,8.0,Debtconsolidation,D,8000.0,14.96,0,0.23,N,4
4894,25,62000.0,Rent,0.0,Debtconsolidation,C,14400.0,13.47,0,0.23,Y,3
4895,24,50112.0,Own,0.0,Personal,A,1000.0,5.42,0,0.02,N,2
4897,26,84000.0,Rent,10.0,Education,B,12000.0,0.0,0,0.14,N,2
4898,28,76992.0,Mortgage,8.0,Education,B,1800.0,12.18,0,0.02,N,8
4900,27,60000.0,Mortgage,0.0,Debtconsolidation,A,7000.0,7.43,0,0.12,N,9
4901,27,75000.0,Mortgage,11.0,Education,E,21000.0,15.2,0,0.28,N,8
4902,28,9081.0,Rent,0.0,Homeimprovement,B,3000.0,10.25,1,0.33,N,6
4903,27,75000.0,Mortgage,0.0,Personal,A,7500.0,8.9,0,0.1,N,10
4904,22,88000.0,Rent,6.0,Venture,B,28000.0,9.91,1,0.32,N,3
4905,22,52500.0,Mortgage,6.0,Venture,C,8000.0,15.23,0,0.15,Y,4
4906,27,91224.0,Mortgage,6.0,Medical,A,15000.0,7.88,0,0.16,N,10
4907,22,33333.333333333336,Rent,3.0,Debtconsolidation,B,1000.0,0.0,0,0.03,N,10
4908,47,100000.0,Mortgage,4.0,Education,B,2500.0,9.99,0,0.02,N,15
4909,31,60000.0,Mortgage,2.0,Homeimprovement,B,9000.0,12.69,0,0.15,N,8
4910,29,70000.0,Mortgage,3.0,Debtconsolidation,B,20000.0,0.0,0,0.29,N,8
4911,22,35000.0,Rent,7.0,Education,B,6000.0,0.0,0,0.17,N,2
4912,22,80000.0,Rent,5.0,Debtconsolidation,B,3600.0,12.69,0,0.04,N,3
4913,25,71004.0,Rent,9.0,Personal,D,20000.0,14.09,0,0.28,N,2
4914,29,56000.0,Rent,0.0,Personal,B,3200.0,0.0,0,0.06,N,7
4915,22,67500.0,Rent,2.0,Debtconsolidation,A,5000.0,7.74,0,0.07,N,4
4917,21,10000.0,Own,6.0,Venture,D,1600.0,14.74,1,0.16,N,3
4918,31,24600.0,Rent,5.0,Education,C,2000.0,13.61,0,0.08,Y,5
4919,26,88200.0,Mortgage,9.0,Homeimprovement,B,3000.0,10.59,0,0.03,N,4
4920,22,42500.0,Mortgage,6.0,Medical,E,7000.0,15.57,1,0.16,Y,4
4921,24,65000.0,Rent,0.0,Venture,B,7000.0,11.83,0,0.11,N,3
4922,22,24000.0,Rent,0.0,Personal,B,2100.0,12.21,0,0.09,N,2
4923,64,24000.0,Rent,1.0,Medical,A,3000.0,6.99,0,0.12,N,21
4924,39,96500.0,Rent,4.0,Debtconsolidation,D,14400.0,15.2,1,0.15,N,11
4926,29,80000.0,Rent,3.0,Personal,B,21000.0,10.99,0,0.26,N,6
4927,31,135000.0,Mortgage,12.0,Medical,C,15000.0,13.85,0,0.11,N,10
4928,25,70000.0,Own,4.0,Personal,A,4000.0,7.42,0,0.06,N,2
4929,28,55640.0,Mortgage,9.0,Medical,C,5000.0,0.0,0,0.09,N,7
4930,35,30000.0,Rent,0.0,Medical,A,6475.0,5.42,0,0.22,N,6
4931,25,51000.0,Rent,1.0,Debtconsolidation,B,2700.0,9.7,0,0.05,N,2
4932,25,101424.0,Rent,6.0,Personal,A,4000.0,0.0,0,0.04,N,2
4933,28,34000.0,Mortgage,12.0,Medical,D,3500.0,15.58,1,0.1,N,6
4934,22,27000.0,Own,3.0,Venture,B,10800.0,10.74,0,0.4,N,3
4935,23,33000.0,Rent,0.0,Personal,B,7800.0,10.95,1,0.24,N,2
4936,22,10800.0,Rent,0.0,Venture,C,3600.0,12.23,1,0.33,Y,3
4937,41,55000.0,Rent,3.0,Venture,A,1500.0,5.99,0,0.03,N,15
4938,24,40000.0,Rent,6.0,Personal,C,2500.0,15.27,0,0.06,N,3
4939,30,38400.0,Rent,2.0,Personal,B,9800.0,11.48,0,0.26,N,5
4940,27,39000.0,Rent,1.0,Personal,B,4000.0,10.74,0,0.1,N,9
4941,27,30000.0,Rent,0.0,Medical,C,4500.0,14.65,0,0.15,N,9
4942,25,43000.0,Rent,6.0,Personal,A,5000.0,7.51,0,0.12,N,3
4943,28,35496.0,Mortgage,5.0,Debtconsolidation,B,5500.0,11.49,0,0.15,N,5
4944,23,69000.0,Rent,7.0,Personal,B,9000.0,11.49,0,0.13,N,2
4945,24,64000.0,Mortgage,7.0,Homeimprovement,C,16000.0,14.65,1,0.25,N,2
4946,26,44000.0,Rent,4.0,Homeimprovement,G,12500.0,22.11,1,0.28,Y,2
4947,24,36000.0,Rent,5.0,Venture,D,3525.0,14.59,0,0.1,Y,3
4949,28,85100.0,Mortgage,12.0,Education,A,8000.0,7.51,0,0.09,N,8
4950,28,80004.0,Mortgage,5.0,Medical,A,12000.0,6.91,0,0.15,N,6
4951,25,67000.0,Mortgage,0.0,Education,A,7000.0,8.63,0,0.1,N,3
4952,22,60000.0,Mortgage,0.0,Education,A,5000.0,6.54,0,0.08,N,4
4954,42,82000.0,Rent,6.0,Debtconsolidation,B,22000.0,10.99,0,0.27,N,12
4955,27,44004.0,Rent,4.0,Debtconsolidation,D,10000.0,0.0,1,0.23,Y,10
4956,41,47000.0,Own,2.0,Personal,A,14000.0,7.88,0,0.3,N,12
4957,24,140000.0,Mortgage,8.0,Homeimprovement,B,25000.0,10.36,0,0.18,N,2
4958,32,33280.0,Mortgage,6.0,Homeimprovement,B,2400.0,10.59,0,0.07,N,10
4959,23,50000.0,Mortgage,1.0,Personal,A,9000.0,0.0,0,0.18,N,2
4960,25,40000.0,Mortgage,6.0,Personal,C,5000.0,12.61,0,0.12,Y,4
4961,24,57000.0,Mortgage,0.0,Debtconsolidation,B,2400.0,12.69,0,0.04,N,4
4962,27,30000.0,Rent,2.0,Debtconsolidation,B,7000.0,10.37,0,0.23,N,7
4963,24,75000.0,Mortgage,3.0,Homeimprovement,B,3000.0,11.11,0,0.04,N,3
4964,23,96000.0,Mortgage,2.0,Medical,A,12000.0,7.49,0,0.12,N,4
4965,26,49493.0,Mortgage,6.0,Venture,C,15250.0,13.11,1,0.31,Y,3
4966,29,46000.0,Rent,4.0,Medical,B,12000.0,10.74,0,0.26,N,10
4968,25,57000.0,Rent,0.0,Education,C,15000.0,13.85,0,0.26,N,4
4969,28,31000.0,Rent,7.0,Medical,D,3600.0,14.11,1,0.12,Y,8
4970,35,42000.0,Rent,6.0,Medical,A,5000.0,6.99,0,0.12,N,10
4971,22,33000.0,Rent,0.0,Debtconsolidation,C,9800.0,0.0,1,0.3,N,2
4972,25,60000.0,Rent,0.0,Debtconsolidation,B,7000.0,9.25,0,0.12,N,4
4973,29,83000.0,Mortgage,13.0,Homeimprovement,A,7500.0,8.9,0,0.09,N,6
4974,30,45000.0,Mortgage,11.0,Medical,A,2500.0,6.76,0,0.06,N,10
4975,27,18000.0,Rent,2.0,Personal,D,2500.0,14.74,1,0.14,N,8
4976,25,45000.0,Mortgage,4.0,Medical,A,5000.0,7.88,0,0.11,N,3
4977,24,30000.0,Rent,5.0,Education,A,4800.0,6.99,0,0.16,N,4
4979,22,60000.0,Rent,1.0,Personal,C,7000.0,14.65,0,0.12,N,2
4980,21,87500.0,Mortgage,5.0,Personal,C,3000.0,10.25,0,0.03,N,7
4981,25,55000.0,Mortgage,3.0,Education,D,5000.0,15.99,0,0.09,N,4
4982,22,39996.0,Rent,2.0,Personal,A,8000.0,7.14,0,0.2,N,4
4983,22,75600.0,Mortgage,3.0,Education,A,10000.0,0.0,0,0.13,N,4
4984,43,39000.0,Mortgage,12.0,Venture,B,8000.0,9.99,0,0.21,N,16
4985,26,72000.0,Rent,0.0,Debtconsolidation,B,9000.0,10.74,0,0.12,N,2
4986,32,74000.0,Mortgage,5.0,Venture,B,15000.0,11.11,0,0.2,N,9
4987,22,40000.0,Rent,2.0,Debtconsolidation,B,12000.0,10.99,0,0.3,N,2
4988,26,75000.0,Mortgage,6.0,Medical,A,13000.0,6.99,0,0.17,N,2
4990,22,44000.0,Rent,4.0,Venture,A,8500.0,5.42,0,0.19,N,4
4991,22,72000.0,Own,6.0,Education,B,16000.0,10.37,0,0.22,N,2
4993,24,95000.0,Own,8.0,Personal,C,4800.0,13.43,0,0.05,N,3
4994,39,52273.0,Rent,3.0,Education,B,5000.0,0.0,0,0.1,N,12
4995,36,31000.0,Rent,2.0,Medical,D,8000.0,14.11,1,0.26,N,12
4996,65,133000.0,Mortgage,2.0,Debtconsolidation,E,18000.0,0.0,1,0.14,N,25
4997,28,77385.0,Rent,3.0,Medical,A,6000.0,7.66,0,0.08,N,6
4998,24,35000.0,Rent,2.0,Medical,B,16000.0,11.71,1,0.46,N,3
4999,25,30000.0,Rent,2.0,Medical,B,2000.0,10.38,0,0.07,N,3
5000,23,72000.0,Rent,7.0,Venture,B,5600.0,11.12,0,0.08,N,2
5001,22,55000.0,Mortgage,5.0,Education,D,11100.0,16.77,0,0.2,N,2
5002,22,89004.0,Rent,7.0,Debtconsolidation,A,17000.0,9.63,0,0.19,N,4
5003,21,104000.0,Mortgage,5.0,Education,A,15000.0,9.63,0,0.14,N,4
5005,37,74568.0,Rent,0.0,Venture,C,6000.0,14.26,0,0.08,N,17
5006,30,70000.0,Mortgage,15.0,Personal,A,12250.0,7.51,0,0.18,N,6
5007,27,52000.0,Mortgage,7.0,Debtconsolidation,A,5000.0,7.75,0,0.1,N,7
5009,21,25000.0,Mortgage,5.0,Debtconsolidation,D,1500.0,13.49,0,0.06,Y,2
5010,24,35000.0,Mortgage,2.0,Homeimprovement,A,7500.0,7.9,0,0.21,N,3
5011,37,39600.0,Mortgage,17.0,Homeimprovement,A,6000.0,0.0,0,0.15,N,17
5012,26,115000.0,Mortgage,3.0,Education,C,20000.0,13.16,0,0.17,Y,2
5013,34,96000.0,Own,2.0,Venture,B,12000.0,11.99,0,0.12,N,6
5014,25,61959.0,Rent,9.0,Medical,C,25000.0,12.73,1,0.4,N,2
5017,31,96000.0,Own,3.0,Personal,B,10000.0,9.99,0,0.1,N,6
5018,27,49000.0,Rent,11.0,Debtconsolidation,B,25000.0,11.36,1,0.51,N,5
5019,29,70000.0,Own,13.0,Venture,A,13000.0,6.91,0,0.19,N,8
5020,27,75000.0,Rent,0.0,Debtconsolidation,C,20000.0,13.49,0,0.27,N,7
5021,23,78000.0,Rent,2.0,Venture,D,25000.0,16.32,1,0.32,Y,3
5022,49,41869.0,Mortgage,8.0,Education,A,8000.0,7.14,0,0.19,N,15
5023,24,52000.0,Rent,4.0,Debtconsolidation,A,3500.0,7.68,0,0.07,N,2
5024,29,75000.0,Own,3.0,Homeimprovement,A,12000.0,7.51,0,0.16,N,8
5025,24,48000.0,Own,5.0,Venture,A,4400.0,5.99,0,0.09,N,4
5026,29,36000.0,Rent,5.0,Medical,A,3075.0,5.42,0,0.09,N,5
5028,47,37000.0,Mortgage,6.0,Homeimprovement,A,7400.0,8.0,0,0.2,N,15
5029,23,95000.0,Mortgage,7.0,Education,A,35000.0,7.9,0,0.37,N,2
5030,27,44000.0,Rent,5.0,Homeimprovement,E,5000.0,16.35,1,0.11,Y,6
5031,38,106000.0,Mortgage,4.0,Homeimprovement,C,5000.0,12.99,0,0.05,Y,12
5032,30,49000.0,Own,3.0,Medical,A,3500.0,6.99,0,0.07,N,5
5033,24,48000.0,Mortgage,4.0,Medical,B,4200.0,11.99,0,0.09,N,4
5034,24,35000.0,Rent,1.0,Debtconsolidation,A,12000.0,6.54,1,0.34,N,2
5035,28,33280.0,Rent,6.0,Personal,A,12000.0,7.66,1,0.36,N,9
5036,26,70000.0,Rent,10.0,Homeimprovement,A,8000.0,7.9,0,0.11,N,4
5037,39,70000.0,Rent,8.0,Medical,A,16000.0,7.9,0,0.23,N,14
5038,23,95004.0,Mortgage,4.0,Venture,A,10000.0,7.51,0,0.11,N,4
5039,21,36120.0,Rent,5.0,Venture,B,9000.0,10.39,0,0.25,N,2
5040,24,41004.0,Rent,8.0,Education,A,6000.0,7.68,0,0.15,N,4
5041,23,51000.0,Rent,3.0,Education,C,12000.0,12.99,0,0.24,N,3
5042,35,48000.0,Rent,0.0,Debtconsolidation,C,3400.0,13.06,0,0.07,N,9
5044,22,55000.0,Rent,6.0,Venture,C,10000.0,15.27,0,0.18,N,3
5045,26,52000.0,Own,10.0,Debtconsolidation,D,5000.0,15.65,0,0.1,Y,4
5046,23,45000.0,Rent,7.0,Venture,D,4000.0,16.32,0,0.09,Y,2
5047,23,40000.0,Mortgage,7.0,Education,B,3500.0,12.21,0,0.09,N,3
5048,26,107900.0,Mortgage,10.0,Medical,A,16500.0,8.94,0,0.15,N,3
5049,22,50000.0,Rent,1.0,Education,A,11000.0,0.0,0,0.22,N,3
5050,21,49000.0,Rent,5.0,Venture,A,12500.0,7.49,0,0.26,N,4
5051,41,19200.0,Rent,2.0,Medical,D,2950.0,16.49,1,0.15,Y,12
5053,25,53004.0,Own,9.0,Education,B,2000.0,10.75,0,0.04,N,4
5054,23,56000.0,Mortgage,6.0,Debtconsolidation,A,5500.0,7.51,0,0.1,N,4
5055,22,110500.0,Mortgage,1.0,Medical,B,12250.0,11.26,0,0.11,N,4
5056,25,36000.0,Mortgage,3.0,Medical,A,5300.0,7.49,0,0.15,N,3
5057,26,130000.0,Rent,0.0,Homeimprovement,C,4550.0,13.57,0,0.04,Y,2
5058,24,85000.0,Rent,0.0,Education,A,16000.0,6.91,0,0.19,N,2
5059,47,44004.0,Rent,2.0,Personal,B,8000.0,0.0,1,0.18,N,15
5060,23,62000.0,Mortgage,2.0,Personal,A,10000.0,0.0,0,0.16,N,2
5061,29,14500.0,Rent,1.0,Education,C,3600.0,13.61,1,0.25,Y,7
5062,41,30000.0,Rent,3.0,Personal,A,8875.0,5.42,0,0.3,N,16
5063,26,47000.0,Rent,1.0,Education,A,5000.0,7.14,0,0.11,N,4
5064,26,21600.0,Own,0.0,Medical,B,4200.0,9.99,0,0.19,N,3
5065,23,47000.0,Mortgage,7.0,Debtconsolidation,C,13850.0,12.68,0,0.29,Y,4
5066,26,30000.0,Rent,5.0,Debtconsolidation,A,19075.0,7.49,1,0.64,N,3
5067,22,60000.0,Rent,3.0,Personal,C,5000.0,14.22,0,0.08,N,4
5068,29,84000.0,Rent,3.0,Medical,B,6000.0,11.49,0,0.07,N,6
5069,27,84000.0,Mortgage,3.0,Debtconsolidation,A,7000.0,7.29,0,0.08,N,5
5070,24,32004.0,Rent,2.0,Personal,D,6000.0,14.84,1,0.19,N,4
5071,22,54000.0,Rent,0.0,Debtconsolidation,D,14400.0,0.0,1,0.27,N,4
5072,24,135000.0,Mortgage,4.0,Medical,A,25000.0,7.49,0,0.19,N,2
5073,24,86000.0,Mortgage,0.0,Personal,B,20000.0,10.99,1,0.23,N,4
5074,34,39672.0,Rent,18.0,Education,C,16750.0,13.98,1,0.42,N,9
5075,43,108639.0,Mortgage,3.0,Medical,B,18000.0,10.75,0,0.17,N,13
5076,25,28000.0,Mortgage,3.0,Education,A,5000.0,8.0,0,0.18,N,2
5078,21,12000.0,Rent,0.0,Medical,B,4000.0,10.65,1,0.33,N,4
5079,35,70000.0,Mortgage,0.0,Medical,B,12000.0,11.71,0,0.17,N,10
5080,29,120000.0,Mortgage,2.0,Personal,D,7000.0,0.0,0,0.06,N,8
5081,27,42000.0,Mortgage,0.0,Medical,A,4200.0,6.76,0,0.1,N,9
5082,24,54080.0,Mortgage,8.0,Personal,A,8000.0,8.63,0,0.15,N,4
5083,35,34000.0,Rent,15.0,Homeimprovement,B,3200.0,9.99,1,0.09,N,7
